goal,task,fire_team,state,radio_silence,node,ignored_node,process_type,resource_qty,duration,time_since_start,goal_duration,type_a_count,type_b_count,type_c_count,info_experiment_code,info_run_number,flow_control_update_time
Goal number 32d24fd7,T #4,fire_team_a,manoeuvre,false,n3,n2,type_c,3,15256,107146,134647,2,2,2,Radio90s200,1,n_a
Goal number 32d24fd7,T #5,fire_team_a,manoeuvre,false,n3,n4,type_a,2,20313,127512,134647,2,2,2,Radio90s200,1,n_a
Goal number 32d24fd7,T #6,fire_team_a,manoeuvre,false,n3,n3,type_b,2,6948,134518,134647,2,2,2,Radio90s200,1,n_a
Goal number 944cb5a4,T #1,fire_team_a,manoeuvre,false,n1,n1,type_b,1,18853,18933,131066,3,1,2,Radio90s200,1,n_a
Goal number 944cb5a4,T #2,fire_team_a,manoeuvre,false,n1,n6,type_c,2,37074,56071,131066,3,1,2,Radio90s200,1,n_a
Goal number 944cb5a4,T #3,fire_team_a,manoeuvre,false,n3,n3,type_a,2,22496,78615,131066,3,1,2,Radio90s200,1,n_a
Goal number 944cb5a4,T #4,fire_team_a,manoeuvre,false,n3,n6,type_a,3,31592,110336,131066,3,1,2,Radio90s200,1,n_a
Goal number 944cb5a4,T #5,fire_team_a,manoeuvre,false,n1,n3,type_c,2,10298,120694,131066,3,1,2,Radio90s200,1,n_a
Goal number 944cb5a4,T #6,fire_team_a,manoeuvre,false,n2,n5,type_a,1,10290,131013,131066,3,1,2,Radio90s200,1,n_a
Goal number f34f40df,T #1,fire_team_a,manoeuvre,false,n1,n1,type_c,1,5383,5448,42517,1,3,2,Radio90s200,2,n_a
Goal number f34f40df,T #2,fire_team_a,manoeuvre,false,n1,n5,type_c,3,15392,20910,42517,1,3,2,Radio90s200,2,n_a
Goal number f34f40df,T #3,fire_team_a,manoeuvre,false,n2,n6,type_b,1,3622,24586,42517,1,3,2,Radio90s200,2,n_a
Goal number f34f40df,T #4,fire_team_a,manoeuvre,false,n1,n6,type_b,1,3771,28414,42517,1,3,2,Radio90s200,2,n_a
Goal number f34f40df,T #5,fire_team_a,manoeuvre,false,n2,n4,type_a,1,10294,38765,42517,1,3,2,Radio90s200,2,n_a
Goal number f34f40df,T #6,fire_team_a,manoeuvre,false,n2,n5,type_b,1,3648,42469,42517,1,3,2,Radio90s200,2,n_a
Goal number 546bafce,T #1,fire_team_a,manoeuvre,false,n2,n3,type_a,1,10325,10377,49068,1,4,1,Radio90s200,2,n_a
